query	pmid	title	journal	pubdate
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	32348764	Complex Genetic Architecture Underlies Regulation of Influenza-A-Virus-Specific Antibody Responses in the Collaborative Cross.	Cell reports	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Schafer Alexandra [AUTH] University of North Carolina [AFFL] OR Schafer A [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34619077	Elicitation of broadly protective sarbecovirus immunity by receptor-binding domain nanoparticle vaccines.	Cell	2021
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	34289384	Prevention and therapy of SARS-CoV-2 and the B.1.351 variant in mice.	Cell reports	2021
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33532765	Prevention and therapy of SARS-CoV-2 and the B.1.351 variant in mice.	bioRxiv : the preprint server for biology	2021
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33469219	Publisher Correction: A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2021
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33211088	Antibody potency, effector function, and combinations in protection and therapy for SARS-CoV-2 infection in vivo.	The Journal of experimental medicine	2021
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33160446	Elicitation of Potent Neutralizing Antibody Responses by Designed Protein Nanoparticle Vaccines for SARS-CoV-2.	Cell	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	33031744	A Mouse-Adapted SARS-CoV-2 Induces Acute Lung Injury and Mortality in Standard Laboratory Mice.	Cell	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32995782	Antibody potency, effector function and combinations in protection from SARS-CoV-2 infection in vivo.	bioRxiv : the preprint server for biology	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32854108	A mouse-adapted model of SARS-CoV-2 to test COVID-19 countermeasures.	Nature	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32817941	Elicitation of potent neutralizing antibody responses by designed protein nanoparticle vaccines for SARS-CoV-2.	bioRxiv : the preprint server for biology	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32668216	Remdesivir Inhibits SARS-CoV-2 in Human Lung Cells and Chimeric SARS-CoV Expressing the SARS-CoV-2 RNA Polymerase in Mice.	Cell reports	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	31339932	Increasing the translation of mouse models of MERS coronavirus pathogenesis through kinetic hematological analysis.	PloS one	2019
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	30301856	Complement Activation Contributes to Severe Acute Respiratory Syndrome Coronavirus Pathogenesis.	mBio	2018
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sheahan Timothy [AUTH] University of North Carolina [AFFL] OR Sheahan T [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	33046644	Swine acute diarrhea syndrome coronavirus replication in primary human cells reveals potential susceptibility to infection.	Proceedings of the National Academy of Sciences of the United States of America	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	32253226	An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice.	Science translational medicine	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	31924756	Comparative therapeutic efficacy of remdesivir and combination lopinavir, ritonavir, and interferon beta against MERS-CoV.	Nature communications	2020
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	29152578	Middle East Respiratory Syndrome Coronavirus Nonstructural Protein 16 Is Necessary for Interferon Resistance and Viral Pathogenesis.	mSphere	2017
(Leist Sarah [AUTH] University of North Carolina [AFFL] OR Leist S [AUTH] University of North Carolina [AFFL]) AND (Sims Amy [AUTH] University of North Carolina [AFFL] OR Sims A [AUTH] University of North Carolina [AFFL])	28659436	Broad-spectrum antiviral GS-5734 inhibits both epidemic and zoonotic coronaviruses.	Science translational medicine	2017
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	36860655	Landscape of Genetic Alterations Underlying Hallmark Signature Changes in Cancer Reveals TP53 Aneuploidy-driven Metabolic Reprogramming.	Cancer research communications	2023
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	36602784	Prognostic and Predictive Value of Immune-Related Gene Expression Signatures vs Tumor-Infiltrating Lymphocytes in Early-Stage ERBB2/HER2-Positive Breast Cancer: A Correlative Analysis of the CALGB 40601 and PAMELA Trials.	JAMA oncology	2023
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	36585450	Multiomics in primary and metastatic breast tumors from the AURORA US network finds microenvironment and epigenetic drivers of metastasis.	Nature cancer	2023
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	36129803	RNA-Based Classification of Homologous Recombination Deficiency in Racially Diverse Patients with Breast Cancer.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2022
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	35701440	Prognostic significance of RNA-based TP53 pathway function among estrogen receptor positive and negative breast cancer cases.	NPJ breast cancer	2022
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	35465400	Molecular analysis of TCGA breast cancer histologic types.	Cell genomics	2021
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	35437570	The Landscape of Immune Microenvironments in Racially Diverse Breast Cancer Patients.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2022
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	35432688	JOINT AND INDIVIDUAL ANALYSIS OF BREAST CANCER HISTOLOGIC IMAGES AND GENOMIC COVARIATES.	The annals of applied statistics	2021
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	35044810	CALGB 40603 (Alliance): Long-Term Outcomes and Genomic Correlates of Response and Survival After Neoadjuvant Chemotherapy With or Without Carboplatin and Bevacizumab in Triple-Negative Breast Cancer.	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2022
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	34737209	TP53 Pathway Function, Estrogen Receptor Status, and Breast Cancer Risk Factors in the Carolina Breast Cancer Study.	Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology	2022
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	33442657	Outcomes of Hormone-Receptor Positive, HER2-Negative Breast Cancers by Race and Tumor Biological Features.	JNCI cancer spectrum	2021
(Perou Charles [AUTH] University of North Carolina [AFFL] OR Perou C [AUTH] University of North Carolina [AFFL]) AND (Hoadley Katherine [AUTH] University of North Carolina [AFFL] OR Hoadley K [AUTH] University of North Carolina [AFFL])	33095682	Survival, Pathologic Response, and Genomics in CALGB 40601 (Alliance), a Neoadjuvant Phase III Trial of Paclitaxel-Trastuzumab With or Without Lapatinib in HER2-Positive Breast Cancer.	Journal of clinical oncology : official journal of the American Society of Clinical Oncology	2020
